district,taluka,area,registrationNo,propertyName,propertyAddress,noOfRooms
North Goa,Bardez,Anjuna,HOTN001577,Crown Villa Vagator,"H.No.Ehn-95, Small Vaddo Vagator, Anjuna, Bardez,
 North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN001597,That Crazy Hostel,"Anjuna, Anjuna, Bardez, North Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN001602,Francis Rodrigues,"H.No. 763/1, St. Michael Vaddo, Anjuna, Bardez, North
 Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN001603,Francis Rodrigues,"H.No. 758/4, St. Michael Vaddo, Anjuna, Bardez, North
 Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001604,Satellite Guest House,"H.No 586(1) Vagator, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN001606,Myra Vita Tinoco,"H.No. 646, Vagator, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN001607,Brisa Do Mar,"H.No 646-1 Vagator, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN001608,Aleixo Francisco Dsouza,"H.No 644/1 Vagator, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN001614,7seas Hotel Bar & Resturant,"H.No.1669 /8, Anjuna, Bardez, North Goa- 403509",15
North Goa,Bardez,Anjuna,HOTN001618,Barbara Fernandes,"H.No 577(1) Small Vagator, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN001625,Starco Guest House,"H.No 842/2 Soranto Waddo, Anjuna, Bardez, North
 Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN001626,Eulalia Almeida Guest House,"H.No. 560/2, Ozran, Vagator, Anjuna, Bardez, North
 Goa",2
North Goa,Bardez,Anjuna,HOTN001632,Regina P Dsouza,"H.No 1096 Kurchem Bhatt, Anjuna, Bardez, North
 Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001650,Mary Fernandes Guest House,"H.No 1109 ,Kutchem-Bhat, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN001655,Whoopers,"H.No. 9595, Pequen Peddem, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN001657,Perpetua Almeida,"H. No 773, San Minguel Waddo, Anjuna, Bardez, North
 Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001659,Om Guest House,"186/17, Muddi, Anjuna, Bardez, North Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN001660,The Palm Trees,"1666/16 Vagator, Anjuna, Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN001696,Casa Albuquerque,"House No 524/2, Vagator, Anjuna, Bardez, North Goa-
 403509",3
North Goa,Bardez,Anjuna,HOTN001720,Paying Guest House,"H.No 1026(5)Grand Peddem, Anjuna, Bardez, North
 Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN001727,"Anthony Fernandes Guest
 House","St Sebastian Waddo, Anjuna, Bardez, North Goa",3
North Goa,Bardez,Anjuna,HOTN001728,Dolrina Guest House,"H.No 536/2 Tamduc Moen P.O. Anjuna, Anjuna,
 Bardez, North Goa- 403509",9
North Goa,Bardez,Anjuna,HOTN001729,Dolrina Guest House,"H.No. 536/1, Povagator Tamduc Mouen, Anjuna,
 Bardez, North Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN001731,Heliocentric Tourism Pvt. Ltd,"Small Vagator, Anjuna, Bardez, North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN001743,Le -Ann'S Guest House,"H.No 497(2) Vagator Beach Road, Anjuna, Bardez,
 North Goa",3
North Goa,Bardez,Anjuna,HOTN001744,Paying Guest House,"H.No. 567 Vagator, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN001745,Paying Guest House,"H.No 500(1) Bhatlem, Anjuna, Bardez, North Goa-
 403509",9
North Goa,Bardez,Anjuna,HOTN001748,Casa De Royale,"186/2 Zhorwaddo Anjuna Bardez Goa, Anjuna,
 Bardez, North Goa- 403507",16
North Goa,Bardez,Anjuna,HOTN001749,Afonso Guest House,"H.No 512/1, Mouhen Vaddo Vagator, Anjuna, Bardez,
 North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001750,Anita Lodge,"H.No 511/1, Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001751,Paying Guest House,"H.No 503,Mouchen Vaddo Vagator, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN001752,Diptys Guest House,"H.No. 1662, Deulwada, Vagator, Anjuna, Bardez, North
 Goa",7
North Goa,Bardez,Anjuna,HOTN001773,Roselle Avenue,"H.No 322/2, Couthino Waddo Near Solic Solly Resort,
 Anjuna, Bardez, North Goa- 403509",10
North Goa,Bardez,Anjuna,HOTN001775,Martin Pereira,"H.No 674/2 D'Mello Vaddo, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN001776,Julie Jolly,"H.No.542, Small Vagator, Anjuna, Bardez, North Goa-
 403509",13
North Goa,Bardez,Anjuna,HOTN001779,Paying Guest House,"H.No 508 Vagator Anjuna, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN001798,"Om Shiv Nandi Restaurant &
 Guest House","H.No 799/1,St.Anthony Prais Anjuna Bardez Goa,
 Anjuna, Bardez, North Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN001801,Ivy Anjuna,"649/3 Dmello Waddo, Anjuna, Bardez, North Goa-
 403509",23
North Goa,Bardez,Anjuna,HOTN001804,Villa Aletheia,"H.No 186/1, Zhor Waddo, Anjuna, Bardez, North Goa-
 403509",3
North Goa,Bardez,Anjuna,HOTN001805,Sai Guru Guest House,"H.No 878,Sorantho Anjuna, Anjuna, Bardez, North
 Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN001808,Carmina Guest House,"H.No 603,Vagator Anjuna, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN001814,Sejal Guest House,"H.No 956/1 Pequen Peddem, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN001817,Sonnet & Spa,"H.No.1672(4) Chivar Panchayat Road, Anjuna,
 Bardez, North Goa",22
North Goa,Bardez,Anjuna,HOTN001818,Alex D Rodrigues Guest House,"H.No: 759, St. Minguel Vaddo, Anjuna, Bardez, North
 Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN001833,The Anchorage,"House No 1559 Pequeno Chinvar, Anjuna, Bardez,
 North Goa- 403509",14
North Goa,Bardez,Anjuna,HOTN001836,Hosanna Gomes Home,"H.No:890 & 890(1) Monteiro Vaddo, Anjuna, Bardez,
 North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN001867,Ashdans,"H.No. 1654/1, Deulwado Vagator, Anjuna, Bardez,
 North Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN001868,Eliza Simoes,"H.No-781 St Michael Waddo, Anjuna, Bardez, North
 Goa",1
North Goa,Bardez,Anjuna,HOTN001874,Desmond Jude Dsouza,"H.No:1666/5,Nr.School Vagator, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN001882,La Ferns Guest House,"H.No 1018/1 Grand Peddem, Anjuna, Bardez, North
 Goa",3
North Goa,Bardez,Anjuna,HOTN001890,Patricio House,"Anjuna, Anjuna, Bardez, North Goa",2
North Goa,Bardez,Anjuna,HOTN001896,Anand Guest House,"H.No 464/1, Dabol Wado Chapora, Anjuna, Bardez,
 North Goa- 403509",9
North Goa,Bardez,Anjuna,HOTN001911,Ramatan Resort,"H.No:1620(3)To(8) Banyanlane, Anjuna, Bardez,
 North Goa- 403509",25
North Goa,Bardez,Anjuna,HOTN001929,Aurora House,"H.No:1106, Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN001940,Amigo Guest House,"H.No. 661, Anjuna, Bardez, North Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN001942,Anjuna Villa,"H.No. 659/4, D' Mello Vaddo, Anjuna, Bardez, North
 Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN001958,Palacete Rodrigues,"Hno-1131 Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",13
North Goa,Bardez,Anjuna,HOTN001980,Assumption P Fernandes,"H.No;744/1, St Michael Vaddo, Anjuna, Bardez, North
 Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN001981,Assumption P Fernandes,"Hno 744-3, St Michael Waddo, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN001993,Garden View,"Zhor Waddo ,Chapora, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN001995,Helen'S Oasis Home Stay,"Caisua, Anjuna, Bardez, North Goa",6
North Goa,Bardez,Anjuna,HOTN002005,Okean De Goa,"Hno -156/1a To 156/1s ,Zhor Waddo, Anjuna, Bardez,
 North Goa- 403509",59
North Goa,Bardez,Anjuna,HOTN002008,Raj Exotic Palms,"Chinvar Waddo, Opposite To St. Anthony Hospital,
 Anjuna, Bardez, North Goa- 403509",12
North Goa,Bardez,Anjuna,HOTN002022,Cezar Pinto,"H.No 754, Dando, Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002023,Cezar Pinto,"H.No 755/756 Dando, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN002040,Cafe Lilliput,"Hno-789(3) Prais Waddo, Anjuna, Bardez, North Goa",8
North Goa,Bardez,Anjuna,HOTN002041,Pascoal Guest House,"H.No:526/2, Albuquerque Vaddo Vagator, Anjuna,
 Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002042,Hill Top Nest,"H.No. 630, Vagator, Anjuna, Bardez, North Goa-
 403509",3
North Goa,Bardez,Anjuna,HOTN002048,Hill Top Inn,"H.No. 630/1, Vagator, Anjuna, Bardez, North Goa-
 403509",5
North Goa,Bardez,Anjuna,HOTN002053,Dhuni Resorts,"H.No 709, Prais De St Anthony, Anjuna, Bardez, North
 Goa- 403509",9
North Goa,Bardez,Anjuna,HOTN002059,Boons Ark,"H.No:537/2,537/3 Vagator, Anjuna, Bardez, North
 Goa- 403509",10
North Goa,Bardez,Anjuna,HOTN002064,Maria Santan Toraskar,"H.No 573/2 P.O Anjuna Badem, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002070,Sea Harmony,"H.No 762/1 St Michael Vaddo, Anjuna, Bardez, North
 Goa",3
North Goa,Bardez,Anjuna,HOTN002071,Jw Heritage Guest House,"Pequino Peddem, Anjuna, Bardez, North Goa- 403509",19
North Goa,Bardez,Anjuna,HOTN002083,Rustic,"H.No:699/1,St. Anthony Prais Waddo, Anjuna, Bardez,
 North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002084,Pamela Palms,"A-202, Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN002106,"Hotel Goa Junction A Unit Of
 Hilton Suites Llp","H.No. 1575/1a-1575/24a, Chivari, Panvelechem
 Batta, Anjuna, Bardez, North Goa- 403509",20
North Goa,Bardez,Anjuna,HOTN002112,Alcove Resort,"H.No.592/4 ,Ozran Small Vagator, Anjuna, Bardez,
 North Goa- 403509",64
North Goa,Bardez,Anjuna,HOTN002127,Casa Ahaaha,"H.No. 1555/8 To 1555/19, Villa 824, La Goa Azul,
 Anjuna, Bardez, North Goa- 403509",32
North Goa,Bardez,Anjuna,HOTN002133,Pereiras,"H.No:1726, Soranto Vaddo, Anjuna, Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002134,Bunkd Hostel,"H.No 721 St Anthony Prais, Anjuna, Bardez, North Goa",4
North Goa,Bardez,Anjuna,HOTN002139,The Tamarind Hotel,"H.No.1286(1)To 1286(22)Kumar Vaddo, Anjuna,
 Bardez, North Goa- 403509",22
North Goa,Bardez,Anjuna,HOTN002140,The Tamarind Hotel,"H.No.1286(1)To 1286(22)Kumar Vaddo, Anjuna,
 Bardez, North Goa- 403509",22
North Goa,Bardez,Anjuna,HOTN002142,Don Joao Anjuna,"H.No.1715/2, (10),13,21,23, And 34, 1715/2-12
 Sorranto, Anjuna, Bardez, North Goa- 403509",9
North Goa,Bardez,Anjuna,HOTN002143,So My Anjuna,"H.No 1415/3(1) ,1715/3(2), 1715/1-8,9 1526,
 31and33, 1715/2-1,2,3,6,7,8 And 11 Sorranto Waddo, Anjuna, Bardez, North Goa- 403509",17
North Goa,Bardez,Anjuna,HOTN002162,Del Guest House,"H.No 1725/1, Soranto, Anjuna, Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002163,Shruti Resort,"H.No.968, Piquen Peddem, Anjuna, Bardez, North Goa-
 403509",3
North Goa,Bardez,Anjuna,HOTN002180,Vaishali Guest House,"H.No.232/3, Post Anjuna Zor Waddo Chapora, Anjuna,
 Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002183,Anamiva,"H.No.125/9/2 & 1259/3, Gaun Waddi, Anjuna,
 Bardez, North Goa- 403509",20
North Goa,Bardez,Anjuna,HOTN002199,Libanton Guest House,"1160/1,Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",4
North Goa,Bardez,Anjuna,HOTN002202,Prisca Fernandes,"H.No. 1728(2), Soranto, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN002205,Casa Emprezina Guest House,"H.No.1727,Soranto Vaddo, Anjuna, Bardez, North Goa-
 403509",9
North Goa,Bardez,Anjuna,HOTN002206,Casa Caisua,"H.No 1644 And 1644(1) ,Devul Waddo Chiwar,
 Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002207,Anthony Fernandes,"H.No.1027/4,Grand Peddem, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002215,Prisca Fernandes,"H.No. 1728, Soranto, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN002216,Blissful Edge Guest House,"H.No.642, Vagator, Anjuna, Bardez, North Goa-
 403509",4
North Goa,Bardez,Anjuna,HOTN002217,White Castles Villa A,"White Castles Villa A, H.No.1621/2, Chivar, Anjuna,
 Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002218,"White Castles Anjuna Comfy
 Luxe Holiday Heaven","211/ B10 , Raj Exotic Palms Opp St Antony'S Hospital,
 Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002243,Caloura Mar Azul,"H.No.739/1,Goenkar Vaddo, Anjuna, Bardez, North
 Goa",2
North Goa,Bardez,Anjuna,HOTN002261,La Casita Guest House,"H.No.1688/2, Anjuna, Bardez, North Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN002275,Flavia Guest House,"H.No.637/1a, Vagator, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN002276,Sua- Casa,"H.No.211/B2 Raj Exotic Palms Opp. St Anthony Hospital Chinwar Waddo, Anjuna, Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002280,Santana Inn,"H.No. 1175/1 Gaumvaddi, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN002282,Gaia Guest House,"H.No.954/6 Pequeno Peddem, Anjuna, Bardez, North
 Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN002306,Casa Rebello,"H.No. 1586/1, Grand Chinvar, Anjuna, Bardez, North
 Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002316,Casa-De-Sam'S,"H.No.211/A12 Raj Exotic Plams Opp St. Anthony
 Hospital Chinwar Waddo, Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002338,The Maharani Suite,"H.No. 211/C3,Zorwaddo, Anjuna, Bardez, North Goa-
 403513",1
North Goa,Bardez,Anjuna,HOTN002340,Raj Kamal,"Raj Exotic Palms Chinwar Waddo, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002347,De Vaga Homes,"H.No.211/B7 Raj Exotic Palms Chinwar Waddo,
 Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002348,De Vaga Homes,"H.No.211/B7 Raj Exotic Palms Chinwar Waddo,
 Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002349,The Doctors House,"H.No.1301,Kumbhar Vaddo Opp Anjuna Electricity
 Department, Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002350,De Vaga Homes,"Raj Exotic Palms Chinwar Waddo, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002352,Hotel Reemz,"H.No. 1710/8a, 1710/8b, 1710/8d, 1710/10(1) To 1710/10(20), 710/9(21) To 710/9(30), Anjuna,
 Bardez, North Goa- 403509",30
North Goa,Bardez,Anjuna,HOTN002354,Granpa'S Inn,"H. No. 1269 Gaunwadi, Anjuna, Bardez, North Goa-
 403509",22
North Goa,Bardez,Anjuna,HOTN002355,Casa Feliz,"H.No. 1285/7, Kumar Vaddo, Anjuna, Bardez, North
 Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002363,Benny John Batelho,"H.No:1030/2 Grand Peddem, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002370,Nitin George Guest House,"S.No.204/19, Villa C4,H.No.1769(10) Rainforest
 Boulevard, Anjuna, Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002371,'Sort By Stay 'S'',"Monterio Vaddo, Anjuna, Bardez, North Goa",5
North Goa,Bardez,Anjuna,HOTN002372,Craft Hostel,"H.No.771 St. Michael Vaddo, Anjuna, Bardez, North
 Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002374,Coutinho'S,"H.No-1716/2b & 1716/2c, Soranto Waddo, Anjuna,
 Bardez, North Goa- 403509",10
North Goa,Bardez,Anjuna,HOTN002375,Jyot'S Homestay And Villas,"211/A3, Raj Exotic Palms Chinwar Waddo, Anjuna,
 Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002376,Santana Fernandes Guest House,"H.No.1468/5, Igreja Waddo, Anjuna, Bardez, North
 Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002378,La Pearl Kaza,"H.No.1630/1, Grand Chinvar, Anjuna, Bardez, North
 Goa- 403509",12
North Goa,Bardez,Anjuna,HOTN002381,De-Vaga- Homes,"211/B6 Raj Exotic Palms, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN002412,Regent Laguna,"860/3 Suranto Waddo, Anjuna, Bardez, North Goa",44
North Goa,Bardez,Anjuna,HOTN002413,La Vie En Rose,"H.No. 955/1 Pequen Peddem, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN002415,"Ajit Kothaneth And Dheeraj
 Kothaneth","House No. 1706(2) Rainforest Boulevard, Anjuna,
 Bardez, North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002416,"Ajit Kothaneth And Dheeraj
 Kothaneth","House No. 1706(2) Rainforest Boulevard, Anjuna,
 Bardez, North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002417,Neil Peres,"H.No. 1706 (9) Rainforest Boulevard Opp Anjuna
 Police Station, Anjuna, Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002449,3102bce,"H.No. 187/14 Deulwada, Anjuna, Bardez, North Goa-
 403509",37
North Goa,Bardez,Anjuna,HOTN002450,3102bce,"H.No. 187/14 Deulwada, Anjuna, Bardez, North Goa-
 403509",37
North Goa,Bardez,Anjuna,HOTN002459,Amani Vagator,"H.No. 474/4 474/4 A, Anjuna, Bardez, North Goa-
 403509",24
North Goa,Bardez,Anjuna,HOTN002473,Yahvidaswanti,"H.No.1579/2 Zor Waddo, Anjuna, Bardez, North Goa-
 403509",10
North Goa,Bardez,Anjuna,HOTN002476,Mais House,"H.No. 597 Vagator, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN002477,Vagator House,"H.No.1656 Deul Waddo Vagator, Anjuna, Bardez,
 North Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN002479,The Banyan Soul,"H.No.962/1a,Pequen Peddem, Anjuna, Bardez, North
 Goa- 403509",12
North Goa,Bardez,Anjuna,HOTN002481,Jalindar Residency,"H.No 312(2), Dabolwada Chapora, Anjuna, Bardez,
 North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002485,546/3n Adhiraj Ocean Vista,"546/3n Adhiraj Ocean Vista Nr Primrose Ozran,
 Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002537,Seafront Rooms,"H.No.708,St Anthony Prais Waddo, Anjuna, Bardez,
 North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002542,De Lagom Comforts,"H.No. 1180, Gaun Waddi, Anjuna, Bardez, North Goa-
 403509",23
North Goa,Bardez,Anjuna,HOTN002543,De Amour Hotel,"H.No. 1767(1) Tembi Nr Govt Primary School, Anjuna,
 Bardez, North Goa- 403509",30
North Goa,Bardez,Anjuna,HOTN002546,Sua-Casa Holiday Homes,"211/A10 Raj Exotic Palms Chinwar Waddo, Anjuna,
 Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002547,Sua-Casa Holiday Homes,"211/A10 Raj Exotic Palms Chinwar Waddo, Anjuna,
 Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002548,Sua-Casa Holiday Homes,"211/A9 Raj Exotic Palms Chinwar Waddo, Anjuna,
 Bardez, North Goa",1
North Goa,Bardez,Anjuna,HOTN002575,Casa Tina,"H.No.1629, Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002576,Casa Tina,"H.No.1629, Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002577,Studio-7,"H.No 669/7 D'Mello Waddo, Anjuna, Bardez, North
 Goa",14
North Goa,Bardez,Anjuna,HOTN002658,"Paying Guest House V-2
 Birdsong","H.No. 1154 Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN002659,Royal Comfort Stay,"H.No. 1154 Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",2
North Goa,Bardez,Anjuna,HOTN002660,Royal Comfort Stay,"H.No. 1155 Mazal Vaddo, Anjuna, Bardez, North Goa-
 403509",4
North Goa,Bardez,Anjuna,HOTN002661,Royal Comfort Stay - 01,"H.No.1154/1 Mazal Vaddo, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN002665,Florinda'S Guesthouse,"790/1 Goenkar Vaddo, Anjuna, Bardez, North Goa-
 403509",6
North Goa,Bardez,Anjuna,HOTN002668,Vikram Singh & Shashi Singh,"H.No.1706(7) Ward No.Viii, Anjuna, Bardez, North
 Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002689,East Village,"H.No.1610 Grand Chinvar, Anjuna, Bardez, North Goa-
 403509",1
North Goa,Bardez,Anjuna,HOTN002690,Roots Villa,"H.No.1610/1 Grand Chinvar, Anjuna, Bardez, North
 Goa",3
North Goa,Bardez,Anjuna,HOTN002691,"Mamata Court Yard Guest
 House","H.No.1707 Gumal Waddo, Anjuna, Bardez, North Goa-
 403509",9
North Goa,Bardez,Anjuna,HOTN002692,Mamata Guest House,"H.No.1755/1 Gumal Waddo, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN002730,Mansionhaus,"H. No. 1263 Gaun Vaddi, Anjuna, Bardez, North Goa-
 403509",10
North Goa,Bardez,Anjuna,HOTN002733,Laguna Anjuna,"H.No. 860, 860(1), 860(2) Sorontto, Anjuna, Bardez,
 North Goa- 403509",24
North Goa,Bardez,Anjuna,HOTN002737,Martinet Vagator Guest House,"Vagator, Anjuna, Bardez, North Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN002781,Viva Anjuna,"H.No. 1717/1a To 1717/1i,Demello Vaddo,, Anjuna,
 Bardez, North Goa- 403509",23
North Goa,Bardez,Anjuna,HOTN002843,Vagator Retreat,"H.No.1656/1 & 1656 /2 S-No 250/0 Deul Waddo
 Vagator, Anjuna, Bardez, North Goa- 403509",12
North Goa,Bardez,Anjuna,HOTN002886,Baba Guest House,"House No. 408 Dabhol Waddo Chapora, Anjuna,
 Bardez, North Goa- 403509",8
North Goa,Bardez,Anjuna,HOTN002892,Romeo Dsouza Guest House,"House No.1690/1 Gumalwaddo, Anjuna, Bardez,
 North Goa",1
North Goa,Bardez,Anjuna,HOTN002893,Romeo Dsouza Guest House,"House No.1690/1 Gumalwaddo, Anjuna, Bardez,
 North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002894,Romeo Dsouza Guest House,"House No.1690 Gumal Waddo, Anjuna, Bardez, North
 Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002902,Frangipani Villas Villa 7,"Caisua, Anjuna, Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002905,Frangipani Villas Villa 3,"H.No.1183/11, Caisua, Anjuna, Bardez, North Goa-
 403509",4
North Goa,Bardez,Anjuna,HOTN002909,Frangipani Villas Villa Iii,"Caisua, Anjuna, Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002912,Frangipani Villas Villa I,"Caisua Anjuna, Anjuna, Bardez, North Goa- 403509",4
North Goa,Bardez,Anjuna,HOTN002917,Adhiraj Ocean Vista,"Flat No G-118 H.No. 546/3z Near Prem Rose Vagator,
 Anjuna, Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN002938,Shree Hari Guest House,"608 (1) Hari Niwas, Anjuna, Bardez, North Goa",8
North Goa,Bardez,Anjuna,HOTN002941,Rudra Homes,"H.No. 474/3a Flat No Ugf-1, Block A Humming
 Woods, Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002953,Sky Villa,"North Goa, Anjuna, Bardez, North Goa- 403509",2
North Goa,Bardez,Anjuna,HOTN002962,Casa Timothy Guest House,"Anjuna, Anjuna, Bardez, North Goa- 403509",3
North Goa,Bardez,Anjuna,HOTN002971,Blu Resorts,"H.No-1570 Grand Chivar, Anjuna, Bardez, North Goa-
 403509",30
North Goa,Bardez,Anjuna,HOTN002976,Albert'S Place I,"H.No.938 Pequeno Peddem, Anjuna, Bardez, North
 Goa- 403509",6
North Goa,Bardez,Anjuna,HOTN002977,Jolly Jolly Lester,"H.No.511/5 Vagator, Anjuna, Bardez, North Goa-
 403509",9
North Goa,Bardez,Anjuna,HOTN003007,Nandini Guest House,"H.No. 1666/14 Deul Waddo, Anjuna, Bardez, North
 Goa- 403509",5
North Goa,Bardez,Anjuna,HOTN003008,Moon Star Guest House,"H.No 1695, Gumal Waddo, Anjuna, Bardez, North Goa-
 403509",8
North Goa,Bardez,Anjuna,HOTN003009,De Vaga Homes,"211/C 7 Raj Exotic Palms Chinwar Waddo, Anjuna,
 Bardez, North Goa- 403509",1
North Goa,Bardez,Anjuna,HOTN003012,M/S Flora Vagator,"H.No.194/1a To 194/1j,Caisua, Anjuna, Anjuna,
 Bardez, North Goa- 403509",12
North Goa,Bardez,Anjuna,HOTN003013,M/S Flora Vagator,"H.No.194/1a To 194/1j,Caisua, Anjuna, Anjuna,
 Bardez, North Goa- 403509",12
